variant,size,seed,layers,similarity,species,num_clusters,cluster_sizes
without_influencer,40,70,2,hybrid,red,34,49;40;39;36;35;27;15;14;5;5;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,40,70,2,hybrid,green,22,327;136;21;8;5;4;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1
without_influencer,40,70,2,hybrid,blue,25,198;79;46;24;20;18;8;5;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,40,70,3,hybrid,red,39,62;34;32;32;26;23;15;10;10;9;9;6;6;5;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,40,70,3,hybrid,green,32,269;108;105;11;9;5;4;4;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,40,70,3,hybrid,blue,31,192;59;24;18;15;13;13;11;5;4;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,40,70,1,hybrid,red,14,75;74;56;33;24;22;18;16;16;15;10;9;6;1
with_influencer,40,70,1,hybrid,green,9,179;151;75;30;9;7;6;6;1
with_influencer,40,70,1,hybrid,blue,15,72;69;59;49;41;28;23;18;14;12;7;6;5;2;1
with_influencer,40,70,2,hybrid,red,13,76;73;58;32;24;23;9;7;6;5;4;3;3
with_influencer,40,70,2,hybrid,green,9,187;158;85;23;19;15;5;1;1
with_influencer,40,70,2,hybrid,blue,12,138;107;67;59;15;9;9;7;6;5;5;1
with_influencer,40,70,3,hybrid,red,11,83;61;57;40;32;19;12;11;11;9;8
with_influencer,40,70,3,hybrid,green,8,201;165;93;23;12;10;7;4
with_influencer,40,70,3,hybrid,blue,12,80;78;58;52;30;29;22;17;8;5;4;4
baseline,60,11,1,cosine,red,99,288;177;80;72;56;50;25;15;15;13;11;8;7;7;6;6;5;5;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,11,1,cosine,green,98,144;130;108;106;76;60;51;49;46;30;12;11;11;6;5;5;5;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,11,1,cosine,blue,101,150;127;98;84;70;59;56;47;27;25;23;15;9;7;7;6;5;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,42,1,cosine,red,92,274;105;85;76;58;43;41;35;24;15;10;6;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,42,1,cosine,green,96,466;107;73;63;63;22;12;7;6;6;6;5;5;5;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,42,1,cosine,blue,92,191;161;151;107;90;45;29;27;14;9;8;7;7;5;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,20,1,cosine,red,95,215;204;81;51;47;41;31;29;28;27;13;11;6;6;6;5;5;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,20,1,cosine,green,74,206;142;88;85;41;40;36;35;30;27;27;26;8;5;5;5;4;4;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,20,1,cosine,blue,94,270;159;113;71;55;51;43;40;37;14;11;10;9;7;6;5;5;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,17,1,cosine,red,88,225;148;133;60;59;40;29;29;22;20;12;11;9;8;5;5;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,17,1,cosine,green,99,175;164;116;83;73;59;55;36;35;18;15;13;8;7;6;6;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,17,1,cosine,blue,92,372;211;78;42;17;11;10;10;9;9;6;6;6;6;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,11,3,hybrid,red,60,473;136;61;55;42;39;36;24;14;14;12;10;8;6;6;5;5;4;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,11,3,hybrid,green,71,220;208;206;117;80;47;33;21;20;20;14;14;8;5;5;4;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,11,3,hybrid,blue,87,123;85;85;56;51;46;31;27;26;21;15;14;11;10;10;9;8;8;7;6;6;6;6;5;5;5;5;4;4;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,42,1,hybrid,red,35,139;93;75;62;59;58;57;50;38;31;31;25;12;12;11;11;11;8;8;6;6;6;5;5;5;4;4;4;3;3;2;1;1;1;1
without_influencer,60,42,1,hybrid,green,26,139;92;79;64;62;61;51;49;44;43;42;40;30;27;18;15;13;11;5;4;3;3;1;1;1;1
without_influencer,60,42,1,hybrid,blue,27,239;185;101;94;93;75;63;49;41;27;23;22;19;8;6;4;4;3;2;2;2;1;1;1;1;1;1
without_influencer,60,11,1,hybrid,red,29,214;176;153;54;52;47;42;39;37;34;16;12;11;10;10;6;6;5;4;2;2;2;2;2;2;1;1;1;1
without_influencer,60,11,1,hybrid,green,25,249;115;104;82;79;72;61;57;47;26;21;16;14;12;9;8;8;4;2;2;1;1;1;1;1
without_influencer,60,11,1,hybrid,blue,39,133;115;103;59;41;40;33;29;28;25;24;24;23;22;21;19;18;18;18;17;15;14;12;9;8;7;7;6;6;5;5;5;3;2;2;2;1;1;1
without_influencer,60,11,2,hybrid,red,52,368;166;66;61;51;50;44;33;18;14;11;10;10;6;5;5;5;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,11,2,hybrid,green,35,250;221;158;142;95;48;30;29;22;15;14;9;9;5;4;4;4;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,11,2,hybrid,blue,73,136;116;61;59;46;29;25;25;24;21;21;18;17;17;16;15;11;10;9;9;8;8;8;6;6;6;5;5;4;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,60,11,1,hybrid,red,22,264;177;113;74;63;58;45;40;34;21;12;11;9;9;8;6;4;3;2;1;1;1
with_influencer,60,11,1,hybrid,green,25,161;114;103;75;72;63;61;57;49;32;27;26;24;23;20;20;16;12;11;10;10;9;3;3;1
with_influencer,60,11,1,hybrid,blue,34,152;89;65;55;50;48;38;36;35;28;24;24;24;21;19;17;16;16;15;14;14;11;11;10;10;9;9;9;8;6;5;4;4;4
without_influencer,60,42,3,hybrid,red,85,117;101;74;68;49;46;44;31;29;22;21;18;17;17;7;7;6;6;5;5;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,42,3,hybrid,green,75,216;142;103;58;43;42;37;34;31;17;10;10;10;9;9;8;8;7;7;6;5;5;5;5;4;4;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,42,3,hybrid,blue,58,285;271;135;112;87;74;20;17;13;12;8;8;5;4;4;4;4;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,60,11,3,hybrid,red,17,326;206;67;61;56;49;46;44;33;31;13;10;7;5;4;4;2
with_influencer,60,11,3,hybrid,green,17,320;275;211;107;64;28;18;17;15;14;9;9;9;7;1;1;1
with_influencer,60,11,3,hybrid,blue,33,129;96;55;47;42;34;33;29;29;27;24;24;23;21;19;16;16;15;13;12;12;12;12;11;8;7;6;6;5;2;1;1;1
with_influencer,60,11,2,hybrid,red,25,220;192;113;76;66;48;48;41;34;24;22;12;10;10;8;7;6;6;5;5;4;4;3;2;1
with_influencer,60,11,2,hybrid,green,23,224;140;126;94;78;77;73;42;37;29;21;16;13;12;12;11;8;8;6;4;1;1;1
with_influencer,60,11,2,hybrid,blue,32,317;60;51;36;33;32;30;30;25;24;24;21;19;19;18;17;13;12;12;11;9;8;8;7;6;5;2;2;2;2;1;1
with_influencer,60,42,2,hybrid,red,24,134;125;114;100;59;52;47;33;31;19;17;17;15;11;10;10;9;6;5;4;4;2;2;1
with_influencer,60,42,2,hybrid,green,24,192;119;80;71;67;60;59;46;41;33;29;26;23;18;9;8;6;6;5;2;2;2;1;1
with_influencer,60,42,2,hybrid,blue,13,396;357;98;78;59;34;27;10;9;7;4;2;1
without_influencer,60,20,2,hybrid,red,53,300;105;75;71;66;40;33;28;27;19;18;18;15;14;12;10;8;7;7;5;5;4;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,20,2,hybrid,green,49,133;91;69;68;61;49;39;37;28;28;22;20;19;10;8;8;6;6;4;4;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,20,2,hybrid,blue,49,372;256;60;50;45;44;37;35;24;23;19;18;16;14;14;14;13;12;12;8;5;5;4;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,42,2,hybrid,red,57,133;124;84;83;49;44;40;40;35;26;25;15;12;11;10;8;7;7;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,42,2,hybrid,green,57,215;137;68;60;56;51;39;37;28;27;20;18;14;13;10;9;8;8;7;6;6;6;6;4;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,42,2,hybrid,blue,45,216;164;147;97;85;71;63;51;41;26;21;21;13;13;13;10;6;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,20,1,hybrid,red,28,194;158;110;74;53;52;41;38;36;26;16;14;14;13;12;10;9;7;5;4;4;3;3;2;2;1;1;1
without_influencer,60,20,1,hybrid,green,34,106;74;71;69;69;64;62;46;39;38;27;24;22;18;14;10;10;10;10;9;9;8;7;7;7;4;4;3;2;2;2;1;1;1
without_influencer,60,20,1,hybrid,blue,28,307;174;106;67;48;40;38;37;36;29;21;20;17;17;17;14;11;10;10;9;8;8;6;3;3;2;2;1
with_influencer,60,42,1,hybrid,red,30,152;98;83;75;67;56;53;38;31;28;26;24;22;16;13;12;12;10;8;8;7;6;6;6;5;4;2;1;1;1
with_influencer,60,42,1,hybrid,green,23,146;103;88;85;62;60;55;55;44;42;39;37;37;27;18;12;11;8;8;5;2;1;1
with_influencer,60,42,1,hybrid,blue,16,201;184;128;107;96;76;65;35;33;28;21;7;6;6;3;2
without_influencer,60,20,3,hybrid,red,73,207;182;60;58;53;51;49;48;36;17;16;15;8;8;8;6;6;6;4;4;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,20,3,hybrid,green,78,145;122;86;68;62;58;29;21;19;18;15;8;8;7;7;6;4;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,20,3,hybrid,blue,64,336;241;133;60;59;57;37;19;18;17;14;12;11;11;10;10;10;7;6;5;5;5;4;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,60,42,3,hybrid,red,27,200;132;118;73;59;51;48;40;22;18;15;14;12;12;9;8;7;7;6;6;4;4;4;1;1;1;1
with_influencer,60,42,3,hybrid,green,19,225;153;72;66;65;64;59;52;50;28;25;21;13;10;8;6;3;1;1
with_influencer,60,42,3,hybrid,blue,22,183;167;154;79;70;58;55;47;43;30;28;23;19;12;11;9;8;7;6;5;4;2
with_influencer,60,20,2,hybrid,red,24,211;134;118;90;71;53;40;34;33;30;18;18;17;17;15;14;11;6;6;5;3;2;1;1
with_influencer,60,20,2,hybrid,green,25,236;120;96;71;65;39;38;28;24;19;19;18;14;12;12;8;7;7;5;5;5;4;3;2;1
with_influencer,60,20,2,hybrid,blue,27,367;98;61;50;50;48;45;43;32;27;23;21;19;18;12;11;11;11;10;10;10;7;6;5;5;4;4
baseline,60,22,1,cosine,red,101,290;154;145;55;25;23;20;19;11;8;8;6;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,22,1,cosine,green,94,207;116;107;100;89;50;31;26;25;14;11;9;6;6;5;5;5;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,22,1,cosine,blue,103,273;183;143;88;58;28;7;6;6;6;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,17,1,hybrid,red,37,169;163;97;43;42;41;39;36;33;24;20;17;16;15;14;12;10;9;8;8;8;7;7;7;7;6;4;4;3;3;3;2;1;1;1;1;1
without_influencer,60,17,1,hybrid,green,35,146;124;113;86;56;51;45;41;40;35;29;27;23;22;20;19;16;16;12;11;10;9;8;7;5;4;3;3;2;2;2;2;2;2;1
without_influencer,60,17,1,hybrid,blue,34,184;124;109;88;71;50;49;46;34;26;22;19;14;13;12;12;10;10;8;7;7;6;5;4;2;2;2;1;1;1;1;1;1;1
with_influencer,60,20,1,hybrid,red,25,272;192;71;60;47;37;28;23;21;20;19;16;14;14;14;12;10;10;9;6;5;2;2;2;1
with_influencer,60,20,1,hybrid,green,27,152;146;125;59;56;52;43;41;35;25;23;13;12;12;12;10;8;8;8;7;6;5;4;4;2;1;1
with_influencer,60,20,1,hybrid,blue,27,296;116;98;66;62;49;47;43;42;24;22;21;20;16;13;13;12;11;11;10;8;8;8;7;5;5;4
with_influencer,60,20,3,hybrid,red,21,196;109;81;66;64;58;53;52;40;27;22;21;18;17;17;17;17;16;5;4;2
with_influencer,60,20,3,hybrid,green,25,148;95;84;62;59;59;51;46;37;29;29;27;19;16;14;14;12;11;8;7;6;4;3;1;1
with_influencer,60,20,3,hybrid,blue,25,425;170;64;51;46;43;41;41;27;25;24;17;12;11;10;10;9;9;8;7;6;6;4;3;1
baseline,60,605,1,cosine,red,102,164;161;138;58;48;47;47;43;35;20;15;6;6;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,605,1,cosine,green,101,198;198;81;67;57;52;49;29;24;21;19;14;7;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,605,1,cosine,blue,97,185;171;124;77;39;38;32;30;24;24;21;13;11;7;7;6;6;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,70,1,cosine,red,84,178;127;91;82;72;60;45;32;26;25;25;16;11;11;5;4;4;4;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,70,1,cosine,green,71,198;182;83;83;49;48;41;41;38;37;37;34;22;10;5;4;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,60,70,1,cosine,blue,80,412;178;85;45;42;28;15;10;9;7;5;5;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,17,2,hybrid,red,55,122;119;90;68;61;43;42;42;35;32;28;25;21;19;15;13;12;10;7;6;6;5;5;5;4;4;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,17,2,hybrid,green,60,159;103;95;84;65;55;47;43;36;33;31;28;26;24;14;13;12;11;11;10;10;10;8;7;7;5;4;4;4;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,17,2,hybrid,blue,49,136;94;86;78;72;59;58;51;44;44;42;35;21;20;18;12;10;9;8;7;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,60,17,1,hybrid,red,28,147;118;102;71;57;50;49;44;39;34;30;26;25;23;20;16;14;14;10;9;8;7;6;5;5;4;4;4
with_influencer,60,17,1,hybrid,green,29,178;148;109;83;68;66;56;38;37;33;21;18;18;14;13;12;10;9;8;8;7;7;7;6;4;4;2;1;1
with_influencer,60,17,1,hybrid,blue,25,153;139;94;65;65;49;44;44;39;38;34;21;19;18;13;9;8;8;7;6;6;4;3;3;3
without_influencer,60,22,1,hybrid,red,29,278;226;123;59;38;28;28;22;21;17;13;13;10;10;9;6;6;5;4;4;4;3;1;1;1;1;1;1;1
without_influencer,60,22,1,hybrid,green,28,202;124;119;77;52;49;48;32;31;28;28;24;19;15;15;13;13;10;9;8;6;5;2;1;1;1;1;1
without_influencer,60,22,1,hybrid,blue,29,208;155;128;110;55;29;28;26;21;21;20;18;12;12;12;11;10;8;8;6;5;4;4;3;3;2;2;2;1
without_influencer,60,17,3,hybrid,red,84,175;106;82;60;49;44;41;31;31;26;25;20;18;18;12;12;12;10;8;6;6;5;5;4;4;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,17,3,hybrid,green,75,127;115;99;87;79;53;47;40;36;31;28;27;20;15;14;12;11;11;9;9;9;8;7;6;5;4;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,17,3,hybrid,blue,70,168;114;104;68;62;60;55;49;48;32;25;24;24;17;16;11;10;7;7;4;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,60,17,2,hybrid,red,24,196;115;101;89;54;47;43;40;37;37;34;27;20;19;7;7;6;5;5;5;4;4;3;1
with_influencer,60,17,2,hybrid,green,24,144;119;97;84;76;57;55;52;51;40;37;24;17;15;14;11;11;10;9;9;9;9;7;3
with_influencer,60,17,2,hybrid,blue,25,154;128;94;91;79;64;56;54;49;41;38;26;12;10;10;9;8;7;7;6;5;2;1;1;1
without_influencer,60,22,2,hybrid,red,67,190;158;72;72;67;46;33;32;26;21;14;13;12;11;9;8;8;5;5;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,22,2,hybrid,green,39,348;198;80;71;56;37;31;25;23;16;8;7;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,22,2,hybrid,blue,50,443;141;82;54;47;41;18;17;16;15;14;10;10;9;6;5;5;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,605,1,hybrid,red,27,279;123;95;94;63;38;32;28;26;24;20;18;12;10;10;8;4;4;4;3;2;1;1;1;1;1;1
without_influencer,60,605,1,hybrid,green,31,358;200;106;68;39;32;22;20;18;16;15;15;13;10;10;9;8;8;6;6;2;1;1;1;1;1;1;1;1;1;1
without_influencer,60,605,1,hybrid,blue,33,292;113;52;50;49;45;44;38;38;34;28;22;19;12;10;6;6;5;5;4;4;3;2;2;1;1;1;1;1;1;1;1;1
with_influencer,60,17,3,hybrid,red,26,201;137;103;57;42;42;41;38;37;35;30;30;27;17;16;12;11;10;8;7;6;6;6;6;4;1
with_influencer,60,17,3,hybrid,green,26,128;112;107;91;68;61;57;48;41;36;30;25;19;15;13;12;12;10;10;8;7;7;6;5;1;1
with_influencer,60,17,3,hybrid,blue,25,155;128;103;96;85;55;54;53;41;37;30;26;23;17;11;9;8;7;5;5;5;3;1;1;1
without_influencer,60,22,3,hybrid,red,60,202;191;151;105;41;23;20;16;15;14;9;9;7;6;5;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,22,3,hybrid,green,74,361;169;64;44;38;36;35;31;20;18;16;13;6;5;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,60,22,3,hybrid,blue,78,336;134;105;83;51;33;28;23;13;13;13;11;10;9;8;6;5;5;5;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,60,22,1,hybrid,red,26,185;176;86;72;56;52;51;39;28;24;24;19;19;13;10;10;7;7;6;3;3;2;2;2;2;1
with_influencer,60,22,1,hybrid,green,19,194;150;129;88;76;58;57;48;30;25;16;14;11;11;10;5;5;3;2
with_influencer,60,22,1,hybrid,blue,19,232;140;138;120;63;39;37;30;24;24;20;19;19;17;11;10;9;5;4
with_influencer,60,22,2,hybrid,red,27,276;171;84;49;41;34;29;27;22;20;19;19;15;14;13;11;10;9;8;8;8;7;5;4;3;1;1
with_influencer,60,22,2,hybrid,green,27,204;108;92;84;61;56;37;29;20;19;19;18;17;15;14;12;11;10;10;9;9;8;6;5;3;3;3
