variant,size,seed,layers,similarity,run_tag,step,moves,tau,entropy,gini,drift,metrics_file
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,2,93,0.4,0.729063,0.328061,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,3,99,0.6,0.413826,0.187792,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,4,100,0.8,0.595861,0.2633,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,5,95,0.666667,0.338576,0.152478,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,6,102,0.857143,0.553759,0.242118,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,7,88,0.666667,0.306732,0.139262,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,8,104,0.875,0.530687,0.232847,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,9,92,0.666667,0.195625,0.08817,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,10,70,1.0,0.294824,0.131704,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,11,101,1.0,0.530329,0.234173,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,12,104,0.714286,0.39816,0.175451,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,13,95,0.8,0.395291,0.176114,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,14,101,0.8,0.426531,0.188252,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,15,101,0.8,0.344769,0.154345,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,22,1,cosine,baseline_size20_seed22_L1_cosine,16,103,0.857143,0.455108,0.199533,0.0,outputs\size_sweep\metrics\baseline_size20_seed22_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,1,103,0.25,1.037448,0.457636,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,2,95,0.428571,0.640636,0.295461,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,3,105,0.625,0.634069,0.276722,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,4,98,0.666667,0.593628,0.26031,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,5,113,0.714286,0.624381,0.269931,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,6,102,0.666667,0.496289,0.216204,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,7,106,0.75,0.504261,0.224555,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,8,106,0.714286,0.510987,0.222802,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,9,105,0.75,0.49114,0.218194,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,10,108,0.75,0.451145,0.197462,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,11,99,0.75,0.4396,0.19134,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,12,109,0.8,0.499989,0.217492,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,13,112,0.75,0.475928,0.209466,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,14,104,0.75,0.458,0.202409,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,15,103,0.75,0.38489,0.167683,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,42,1,cosine,baseline_size20_seed42_L1_cosine,16,103,0.833333,0.440405,0.192979,0.0,outputs\size_sweep\metrics\baseline_size20_seed42_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,1,94,0.25,1.054149,0.470028,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,2,91,0.428571,0.692978,0.314078,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,3,106,0.625,0.554384,0.247776,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,4,107,0.714286,0.461258,0.208228,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,5,105,0.8,0.531306,0.234036,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,6,106,0.75,0.476615,0.21332,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,7,101,0.75,0.450835,0.19871,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,8,94,0.75,0.367446,0.162803,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,9,100,0.833333,0.395451,0.173096,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,10,102,0.833333,0.41575,0.183534,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,11,100,0.8,0.414442,0.179253,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,12,104,0.833333,0.437444,0.190609,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,13,106,0.8,0.394895,0.1734,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,14,105,0.833333,0.375977,0.167201,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,15,104,0.833333,0.363425,0.160074,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,70,1,cosine,baseline_size20_seed70_L1_cosine,16,98,0.833333,0.350321,0.154402,0.0,outputs\size_sweep\metrics\baseline_size20_seed70_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,1,80,0.2,1.152128,0.511044,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,2,83,0.333333,0.91045,0.413643,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,3,79,0.5,0.63878,0.29766,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,4,99,0.666667,0.636287,0.282158,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,5,92,0.666667,0.552101,0.243391,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,6,104,0.75,0.602733,0.260843,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,7,102,0.666667,0.485627,0.213815,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,8,99,0.75,0.522841,0.228558,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,9,104,0.75,0.537283,0.234862,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,10,104,0.714286,0.485159,0.216662,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,11,98,0.75,0.49842,0.219751,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,12,105,0.75,0.487217,0.21405,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,13,104,0.75,0.482012,0.212564,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,14,104,0.75,0.462332,0.202527,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,15,96,0.75,0.413395,0.182389,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,20,605,1,cosine,baseline_size20_seed605_L1_cosine,16,108,0.833333,0.525187,0.229353,0.0,outputs\size_sweep\metrics\baseline_size20_seed605_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,1,397,0.25,1.06801,0.468997,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,2,433,0.428571,0.680324,0.309489,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,3,407,0.625,0.558773,0.247023,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,4,389,0.714286,0.543694,0.23781,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,5,431,0.75,0.555478,0.240496,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,6,408,0.714286,0.452711,0.197932,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,7,419,0.8,0.473795,0.207603,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,8,407,0.75,0.407618,0.177815,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,9,412,0.833333,0.467832,0.203832,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,10,443,0.8,0.457237,0.19991,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,11,435,0.8,0.463111,0.201864,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,12,400,0.75,0.386016,0.169954,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,13,416,0.833333,0.478932,0.207277,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,14,411,0.75,0.392658,0.171736,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,15,404,0.833333,0.434608,0.189007,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,11,1,cosine,baseline_size40_seed11_L1_cosine,16,421,0.8,0.426623,0.187826,0.0,outputs\size_sweep\metrics\baseline_size40_seed11_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,1,416,0.25,1.031498,0.456551,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,2,411,0.428571,0.653537,0.296834,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,3,401,0.666667,0.521011,0.23164,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,4,411,0.75,0.583886,0.254841,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,5,420,0.714286,0.487554,0.213397,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,6,392,0.75,0.429701,0.187765,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,7,431,0.833333,0.533536,0.232512,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,8,412,0.714286,0.383869,0.168356,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,9,388,0.833333,0.438786,0.192671,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,10,404,0.8,0.426551,0.186645,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,11,413,0.8,0.465578,0.202778,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,12,433,0.8,0.447273,0.194863,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,13,422,0.8,0.465376,0.202278,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,14,399,0.75,0.371192,0.164249,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,15,434,0.857143,0.452233,0.198266,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,17,1,cosine,baseline_size40_seed17_L1_cosine,16,399,0.75,0.317255,0.139211,0.0,outputs\size_sweep\metrics\baseline_size40_seed17_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,1,407,0.25,1.013412,0.44889,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,2,390,0.428571,0.657506,0.299808,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,3,411,0.666667,0.474723,0.209934,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,4,406,0.8,0.579601,0.251939,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,5,418,0.714286,0.465513,0.204048,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,6,428,0.8,0.509961,0.223163,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,7,420,0.75,0.420864,0.184504,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,8,414,0.833333,0.472178,0.205898,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,9,397,0.75,0.379488,0.166811,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,10,432,0.857143,0.454044,0.199345,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,11,431,0.8,0.434057,0.190461,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,12,405,0.8,0.410758,0.180789,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,13,431,0.833333,0.471418,0.205488,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,14,408,0.75,0.393739,0.172182,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,15,396,0.833333,0.411612,0.178542,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,20,1,cosine,baseline_size40_seed20_L1_cosine,16,415,0.833333,0.444017,0.193691,0.0,outputs\size_sweep\metrics\baseline_size40_seed20_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,1,409,0.25,1.066854,0.468441,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,2,394,0.4,0.723003,0.327693,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,3,386,0.6,0.533134,0.241316,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,4,432,0.75,0.641024,0.279534,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,5,396,0.666667,0.414863,0.186129,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,6,422,0.833333,0.564738,0.245586,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,7,418,0.714286,0.413278,0.182935,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,8,434,0.833333,0.532338,0.231837,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,9,422,0.714286,0.38007,0.168043,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,10,392,0.833333,0.434097,0.189676,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,11,404,0.8,0.399894,0.176509,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,12,408,0.833333,0.421017,0.184702,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,13,431,0.833333,0.461988,0.201365,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,14,403,0.75,0.362644,0.160881,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,15,419,0.857143,0.474701,0.207882,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,22,1,cosine,baseline_size40_seed22_L1_cosine,16,426,0.75,0.381135,0.169875,0.0,outputs\size_sweep\metrics\baseline_size40_seed22_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,1,379,0.25,1.050364,0.465245,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,2,397,0.428571,0.699351,0.316313,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,3,409,0.625,0.593147,0.260981,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,4,424,0.714286,0.577107,0.252274,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,5,423,0.714286,0.520902,0.22779,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,6,428,0.75,0.486276,0.21265,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,7,410,0.75,0.434925,0.189537,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,8,437,0.833333,0.504463,0.218208,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,9,433,0.75,0.423635,0.184509,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,10,436,0.833333,0.48452,0.210163,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,11,410,0.75,0.376679,0.16427,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,12,415,0.857143,0.435661,0.190012,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,13,417,0.8,0.387959,0.169504,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,14,429,0.857143,0.459832,0.200654,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,15,415,0.75,0.364258,0.160855,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,42,1,cosine,baseline_size40_seed42_L1_cosine,16,420,0.857143,0.462809,0.200804,0.0,outputs\size_sweep\metrics\baseline_size40_seed42_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,1,373,0.25,1.051907,0.466904,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,2,411,0.428571,0.686769,0.31353,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,3,407,0.625,0.545866,0.241233,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,4,389,0.714286,0.518176,0.226353,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,5,406,0.75,0.482882,0.210856,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,6,428,0.8,0.454996,0.199833,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,7,418,0.8,0.466333,0.202882,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,8,413,0.8,0.456362,0.199283,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,9,426,0.8,0.450148,0.196495,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,10,421,0.8,0.431456,0.188455,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,11,400,0.8,0.433514,0.189136,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,12,435,0.833333,0.471285,0.204532,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
baseline,40,70,1,cosine,baseline_size40_seed70_L1_cosine,13,424,0.8,0.444334,0.194318,0.0,outputs\size_sweep\metrics\baseline_size40_seed70_L1_cosine.csv
